"AV.gene","AJ.gene","BV.gene","BJ.gene","n"
"TRAV27","TRAJ42","TRBV19","TRBJ2-7",20
"TRAV27","TRAJ37","TRBV19","TRBJ2-7",13
"TRAV24","TRAJ49","TRBV6-5","TRBJ1-2",9
"TRAV8-3","TRAJ40","TRBV4-1","TRBJ2-7",9
"TRAV22","TRAJ28","TRBV6-2","TRBJ2-1",8
"TRAV17","TRAJ33","TRBV28","TRBJ1-4",7
"TRAV27","TRAJ42","TRBV19","TRBJ2-2",6
"TRAV12-3","TRAJ49","TRBV6-5","TRBJ1-2",5
"TRAV38-1","TRAJ52","TRBV19","TRBJ1-2",5
"TRAV38-2/DV8","TRAJ52","TRBV19","TRBJ1-2",5
"TRAV12-2","TRAJ24","TRBV6-5","TRBJ2-7",4
"TRAV13-1","TRAJ42","TRBV19","TRBJ2-5",4
"TRAV25","TRAJ42","TRBV19","TRBJ2-1",4
"TRAV25","TRAJ42","TRBV19","TRBJ2-3",4
"TRAV27","TRAJ42","TRBV19","TRBJ2-3",4
"TRAV27","TRAV27","TRBV19","TRBJ2-7",4
"TRAV29/DV5","TRAJ53","TRBV10-3","TRBJ1-2",4
"TRAV35","TRAJ42","TRBV19","TRBJ2-7",4
"TRAV35","TRAJ50","TRBV12-4","TRBJ1-2",4
"TRAV5","TRAJ31","TRBV20-1","TRBJ1-2",4
"TRAV5","TRAJ31","TRBV20-1","TRBJ1-3",4
"TRAV14/DV4","TRAJ53","TRBV19","TRBJ1-1",3
"TRAV17","TRAJ26","TRBV27","TRBJ2-1",3
"TRAV19","TRAJ4","TRBV4-1","TRBJ2-5",3
"TRAV25","TRAJ42","TRBV19","TRBJ1-5",3
"TRAV25","TRAJ53","TRBV3-1","TRBJ2-4",3
"TRAV27","TRAJ42","TRBV19","TRBJ2-1",3
"TRAV29/DV5","TRAJ42","TRBV19","TRBJ2-7",3
"TRAV3","TRAJ12","TRBV7-9","TRBJ2-7",3
"TRAV3","TRAJ42","TRBV19","TRBJ2-3",3
"TRAV30","TRAJ42","TRBV19","TRBJ2-3",3
"TRAV35","TRAJ42","TRBV19","TRBJ1-5",3
"TRAV4","TRAJ15","TRBV5-6","TRBJ1-2",3
"TRAV5","TRAJ37","TRBV29-1","TRBJ1-4",3
"TRAV8-6","TRAJ42","TRBV19","TRBJ2-7",3
"TRAV1-2","TRAJ10","TRBV27","TRBJ1-5",2
"TRAV1-2","TRAJ33","TRBV19","TRBJ2-6",2
"TRAV1-2","TRAJ6","TRBV10-3","TRBJ1-5",2
"TRAV12-1","TRAJ43","TRBV10-3","TRBJ2-2",2
"TRAV12-2","TRAJ27","TRBV30","TRBJ2-2",2
"TRAV12-2","TRAJ31","TRBV14","TRBJ2-7",2
"TRAV12-2","TRAJ33","TRBV9","TRBJ2-7",2
"TRAV12-2","TRAJ37","TRBV19","TRBJ2-7",2
"TRAV12-2","TRAJ41","TRBV5-6","TRBJ2-7",2
"TRAV12-2","TRAJ45","TRBV19","TRBJ2-2",2
"TRAV12-2","TRAJ45","TRBV24-1","TRBJ2-5",2
"TRAV12-2","TRAJ45","TRBV28","TRBJ2-7",2
"TRAV13-1","TRAJ44","TRBV29-1","TRBJ2-7",2
"TRAV13-1","TRAJ54","TRBV27","TRBJ1-1",2
"TRAV13-2","TRAJ42","TRBV19","TRBJ2-5",2
"TRAV17","TRAJ12","TRBV7-9","TRBJ2-7",2
"TRAV17","TRAJ20","TRBV27","TRBJ2-1",2
"TRAV17","TRAJ22","TRBV7-3","TRBJ2-2",2
"TRAV17","TRAJ26","TRBV6-5","TRBJ2-5",2
"TRAV17","TRAJ50","TRBV20-1","TRBJ2-4",2
"TRAV19","TRAJ13","TRBV3-1","TRBJ1-4",2
"TRAV19","TRAJ28","TRBV6-3","TRBJ1-6",2
"TRAV19","TRAJ30","TRBV28","TRBJ2-1",2
"TRAV19","TRAJ39","TRBV5-6","TRBJ2-1",2
"TRAV20","TRAJ53","TRBV9","TRBJ2-2",2
"TRAV21","TRAJ28","TRBV9","TRBJ2-3",2
"TRAV21","TRAJ6","TRBV6-5","TRBJ2-2",2
"TRAV22","TRAJ40","TRBV6-5","TRBJ1-1",2
"TRAV23/DV6","TRAJ33","TRBV19","TRBJ1-5",2
"TRAV24","TRAJ21","TRBV6-5","TRBJ1-2",2
"TRAV24","TRAJ43","TRBV27","TRBJ1-1",2
"TRAV24","TRAJ49","TRBV7-2","TRBJ2-5",2
"TRAV25","TRAJ42","TRBV19","TRBJ1-1",2
"TRAV26-2","TRAJ18","TRBV6-5","TRBJ1-2",2
"TRAV27","TRAJ28","TRBV10-3","TRBJ2-1",2
"TRAV27","TRAJ30","TRBV19","TRBJ2-7",2
"TRAV27","TRAJ42","TRBV19","TRBJ1-5",2
"TRAV29/DV5","TRAJ42","TRBV19","TRBJ2-3",2
"TRAV29/DV5","TRAJ53","TRBV19","TRBJ1-2",2
"TRAV3","TRAJ11","TRBV28","TRBJ2-1",2
"TRAV3","TRAJ30","TRBV27","TRBJ2-3",2
"TRAV3","TRAJ31","TRBV12-3","TRBJ1-1",2
"TRAV3","TRAJ31","TRBV12-4","TRBJ1-1",2
"TRAV3","TRAJ33","TRBV6-5","TRBJ2-3",2
"TRAV3","TRAJ36","TRBV19","TRBJ2-2",2
"TRAV3","TRAJ39","TRBV27","TRBJ2-7",2
"TRAV3","TRAJ40","TRBV27","TRBJ1-2",2
"TRAV3","TRAJ42","TRBV19","TRBJ2-7",2
"TRAV3","TRAJ5","TRBV5-6","TRBJ2-5",2
"TRAV35","TRAJ42","TRBV19","TRBJ2-1",2
"TRAV38-1","TRAJ53","TRBV27","TRBJ2-2",2
"TRAV38-2/DV8","TRAJ43","TRBV25-1","TRBJ2-5",2
"TRAV38-2/DV8","TRAJ43","TRBV27","TRBJ1-5",2
"TRAV38-2/DV8","TRAJ48","TRBV15","TRBJ1-6",2
"TRAV4","TRAJ11","TRBV19","TRBJ2-5",2
"TRAV4","TRAJ33","TRBV25-1","TRBJ1-5",2
"TRAV4","TRAJ33","TRBV9","TRBJ2-7",2
"TRAV4","TRAJ5","TRBV27","TRBJ2-5",2
"TRAV41","TRAJ33","TRBV19","TRBJ2-1",2
"TRAV41","TRAJ34","TRBV27","TRBJ2-2",2
"TRAV41","TRAJ44","TRBV28","TRBJ1-1",2
"TRAV41","TRAJ48","TRBV18","TRBJ2-7",2
"TRAV5","TRAJ23","TRBV29-1","TRBJ1-4",2
"TRAV5","TRAJ42","TRBV12-4","TRBJ1-2",2
"TRAV5","TRAJ43","TRBV11-2","TRBJ2-2",2
"TRAV5","TRAJ49","TRBV27","TRBJ1-5",2
"TRAV6","TRAJ38","TRBV14","TRBJ2-7",2
"TRAV6","TRAJ42","TRBV19","TRBJ2-3",2
"TRAV8-2","TRAJ48","TRBV25-1","TRBJ2-1",2
"TRAV8-3","TRAJ10","TRBV7-9","TRBJ2-5",2
"TRAV8-3","TRAJ20","TRBV9","TRBJ2-3",2
"TRAV8-3","TRAJ40","TRBV13","TRBJ2-7",2
"TRAV8-3","TRAJ40","TRBV15","TRBJ2-7",2
"TRAV8-3","TRAJ42","TRBV19","TRBJ2-7",2
"TRAV1-1","TRAJ10","TRBV2","TRBJ2-2",1
"TRAV1-1","TRAJ15","TRBV4-1","TRBJ1-1",1
"TRAV1-1","TRAJ20","TRBV14","TRBJ1-5",1
"TRAV1-1","TRAJ20","TRBV5-1","TRBJ2-1",1
"TRAV1-1","TRAJ20","TRBV6-1","TRBJ1-1",1
"TRAV1-1","TRAJ26","TRBV18","TRBJ2-1",1
"TRAV1-1","TRAJ26","TRBV5-5","TRBJ1-1",1
"TRAV1-1","TRAJ26","TRBV7-3","TRBJ2-3",1
"TRAV1-1","TRAJ37","TRBV4-1","TRBJ2-5",1
"TRAV1-1","TRAJ48","TRBV29-1","TRBJ2-5",1
"TRAV1-1","TRAJ49","TRBV15","TRBJ1-6",1
"TRAV1-1","TRAJ49","TRBV2","TRBJ1-1",1
"TRAV1-1","TRAJ9","TRBV2","TRBJ1-4",1
"TRAV1-2","TRAJ11","TRBV20-1","TRBJ2-2",1
"TRAV1-2","TRAJ12","TRBV6-4","TRBJ2-2",1
"TRAV1-2","TRAJ12","TRBV7-9","TRBJ1-4",1
"TRAV1-2","TRAJ12","TRBV7-9","TRBJ2-5",1
"TRAV1-2","TRAJ12","TRBV7-9","TRBJ2-7",1
"TRAV1-2","TRAJ13","TRBV2","TRBJ2-7",1
"TRAV1-2","TRAJ13","TRBV27","TRBJ1-6",1
"TRAV1-2","TRAJ15","TRBV18","TRBJ1-1",1
"TRAV1-2","TRAJ15","TRBV9","TRBJ2-5",1
"TRAV1-2","TRAJ18","TRBV2","TRBJ2-1",1
"TRAV1-2","TRAJ20","TRBV11-2","TRBJ1-1",1
"TRAV1-2","TRAJ20","TRBV30","TRBJ1-2",1
"TRAV1-2","TRAJ20","TRBV7-9","TRBJ2-1",1
"TRAV1-2","TRAJ20","TRBV7-9","TRBJ2-5",1
"TRAV1-2","TRAJ22","TRBV7-2","TRBJ2-5",1
"TRAV1-2","TRAJ23","TRBV12-3","TRBJ1-2",1
"TRAV1-2","TRAJ26","TRBV5-4","TRBJ1-5",1
"TRAV1-2","TRAJ28","TRBV4-2","TRBJ1-1",1
"TRAV1-2","TRAJ28","TRBV7-9","TRBJ2-7",1
"TRAV1-2","TRAJ29","TRBV29-1","TRBJ2-1",1
"TRAV1-2","TRAJ30","TRBV7-9","TRBJ1-4",1
"TRAV1-2","TRAJ31","TRBV6-2","TRBJ1-1",1
"TRAV1-2","TRAJ32","TRBV18","TRBJ1-4",1
"TRAV1-2","TRAJ32","TRBV2","TRBJ2-6",1
"TRAV1-2","TRAJ32","TRBV5-6","TRBJ1-2",1
"TRAV1-2","TRAJ33","TRBV12-3","TRBJ2-1",1
"TRAV1-2","TRAJ33","TRBV20-1","TRBJ2-7",1
"TRAV1-2","TRAJ33","TRBV28","TRBJ1-5",1
"TRAV1-2","TRAJ33","TRBV5-6","TRBJ2-1",1
"TRAV1-2","TRAJ33","TRBV6-1","TRBJ1-1",1
"TRAV1-2","TRAJ33","TRBV6-1","TRBJ2-1",1
"TRAV1-2","TRAJ33","TRBV6-4","TRBJ2-1",1
"TRAV1-2","TRAJ33","TRBV6-5","TRBJ1-1",1
"TRAV1-2","TRAJ36","TRBV12-4","TRBJ2-1",1
"TRAV1-2","TRAJ36","TRBV4-2","TRBJ1-2",1
"TRAV1-2","TRAJ36","TRBV5-4","TRBJ1-5",1
"TRAV1-2","TRAJ36","TRBV5-4","TRBJ2-2",1
"TRAV1-2","TRAJ36","TRBV5-4","TRBJ2-7",1
"TRAV1-2","TRAJ36","TRBV5-5","TRBJ1-1",1
"TRAV1-2","TRAJ37","TRBV5-5","TRBJ1-1",1
"TRAV1-2","TRAJ38","TRBV10-2","TRBJ2-7",1
"TRAV1-2","TRAJ38","TRBV13","TRBJ2-7",1
"TRAV1-2","TRAJ39","TRBV12-4","TRBJ2-1",1
"TRAV1-2","TRAJ39","TRBV14","TRBJ1-5",1
"TRAV1-2","TRAJ4","TRBV6-1","TRBJ1-1",1
"TRAV1-2","TRAJ4","TRBV7-6","TRBJ1-1",1
"TRAV1-2","TRAJ40","TRBV12-3","TRBJ2-7",1
"TRAV1-2","TRAJ41","TRBV7-2","TRBJ1-1",1
"TRAV1-2","TRAJ42","TRBV11-2","TRBJ2-3",1
"TRAV1-2","TRAJ42","TRBV5-1","TRBJ1-1",1
"TRAV1-2","TRAJ42","TRBV7-8","TRBJ2-3",1
"TRAV1-2","TRAJ43","TRBV9","TRBJ2-7",1
"TRAV1-2","TRAJ44","TRBV25-1","TRBJ1-2",1
"TRAV1-2","TRAJ44","TRBV27","TRBJ1-2",1
"TRAV1-2","TRAJ47","TRBV18","TRBJ2-7",1
"TRAV1-2","TRAJ6","TRBV12-5","TRBJ1-5",1
"TRAV1-2","TRAJ6","TRBV19","TRBJ1-5",1
"TRAV1-2","TRAJ9","TRBV10-2","TRBJ1-5",1
"TRAV1-2","TRAJ9","TRBV11-2","TRBJ2-3",1
"TRAV1-2","TRAJ9","TRBV28","TRBJ2-1",1
"TRAV10","TRAJ12","TRBV15","TRBJ1-5",1
"TRAV10","TRAJ17","TRBV10-2","TRBJ2-5",1
"TRAV10","TRAJ17","TRBV27","TRBJ1-1",1
"TRAV10","TRAJ18","TRBV12-4","TRBJ2-5",1
"TRAV10","TRAJ18","TRBV14","TRBJ2-1",1
"TRAV10","TRAJ18","TRBV2","TRBJ2-7",1
"TRAV10","TRAJ18","TRBV20-1","TRBJ2-4",1
"TRAV10","TRAJ18","TRBV25-1","TRBJ1-4",1
"TRAV10","TRAJ18","TRBV7-3","TRBJ1-1",1
"TRAV10","TRAJ22","TRBV6-2","TRBJ2-2",1
"TRAV10","TRAJ26","TRBV3-1","TRBJ2-5",1
"TRAV10","TRAJ31","TRBV27","TRBJ2-4",1
"TRAV10","TRAJ33","TRBV6-5","TRBJ2-7",1
"TRAV10","TRAJ34","TRBV27","TRBJ2-5",1
"TRAV10","TRAJ34","TRBV28","TRBJ2-1",1
"TRAV10","TRAJ36","TRBV6-6","TRBJ2-7",1
"TRAV10","TRAJ37","TRBV19","TRBJ1-1",1
"TRAV10","TRAJ37","TRBV6-1","TRBJ1-1",1
"TRAV10","TRAJ38","TRBV12-3","TRBJ2-1",1
"TRAV10","TRAJ39","TRBV6-1","TRBJ1-2",1
"TRAV10","TRAJ40","TRBV19","TRBJ2-1",1
"TRAV10","TRAJ42","TRBV12-4","TRBJ1-1",1
"TRAV10","TRAJ42","TRBV19","TRBJ1-5",1
"TRAV10","TRAJ43","TRBV9","TRBJ2-1",1
"TRAV10","TRAJ45","TRBV12-4","TRBJ1-1",1
"TRAV10","TRAJ45","TRBV5-6","TRBJ2-1",1
"TRAV10","TRAJ45","TRBV5-6","TRBJ2-7",1
"TRAV10","TRAJ47","TRBV10-2","TRBJ2-1",1
"TRAV10","TRAJ47","TRBV19","TRBJ2-1",1
"TRAV10","TRAJ47","TRBV6-4","TRBJ2-1",1
"TRAV10","TRAJ49","TRBV28","TRBJ2-1",1
"TRAV10","TRAJ5","TRBV28","TRBJ2-5",1
"TRAV10","TRAJ6","TRBV12-3","TRBJ2-3",1
"TRAV10","TRAJ6","TRBV28","TRBJ2-7",1
"TRAV10","TRAJ9","TRBV12-5","TRBJ2-1",1
"TRAV10","TRAJ9","TRBV5-6","TRBJ1-2",1
"TRAV12-1","TRAJ11","TRBV2","TRBJ1-6",1
"TRAV12-1","TRAJ11","TRBV29-1","TRBJ2-7",1
"TRAV12-1","TRAJ12","TRBV2","TRBJ2-1",1
"TRAV12-1","TRAJ12","TRBV2","TRBJ2-3",1
"TRAV12-1","TRAJ12","TRBV2","TRBJ2-7",1
"TRAV12-1","TRAJ13","TRBV6-1","TRBJ2-7",1
"TRAV12-1","TRAJ15","TRBV20-1","TRBJ2-2",1
"TRAV12-1","TRAJ20","TRBV29-1","TRBJ1-2",1
"TRAV12-1","TRAJ23","TRBV5-6","TRBJ2-6",1
"TRAV12-1","TRAJ23","TRBV6-3","TRBJ2-4",1
"TRAV12-1","TRAJ23","TRBV6-5","TRBJ2-7",1
"TRAV12-1","TRAJ26","TRBV7-3","TRBJ2-3",1
"TRAV12-1","TRAJ27","TRBV9","TRBJ2-1",1
"TRAV12-1","TRAJ28","TRBV7-9","TRBJ2-5",1
"TRAV12-1","TRAJ29","TRBV30","TRBJ2-7",1
"TRAV12-1","TRAJ3","TRBV27","TRBJ2-7",1
"TRAV12-1","TRAJ3","TRBV6-1","TRBJ1-1",1
"TRAV12-1","TRAJ3","TRBV9","TRBJ2-7",1
"TRAV12-1","TRAJ30","TRBV7-8","TRBJ1-2",1
"TRAV12-1","TRAJ30","TRBV7-9","TRBJ1-1",1
"TRAV12-1","TRAJ33","TRBV2","TRBJ2-7",1
"TRAV12-1","TRAJ34","TRBV3-1","TRBJ1-1",1
"TRAV12-1","TRAJ34","TRBV7-9","TRBJ2-2",1
"TRAV12-1","TRAJ37","TRBV20-1","TRBJ2-7",1
"TRAV12-1","TRAJ37","TRBV24-1","TRBJ2-2",1
"TRAV12-1","TRAJ39","TRBV15","TRBJ2-2",1
"TRAV12-1","TRAJ39","TRBV4-2","TRBJ2-7",1
"TRAV12-1","TRAJ42","TRBV19","TRBJ2-3",1
"TRAV12-1","TRAJ42","TRBV19","TRBJ2-7",1
"TRAV12-1","TRAJ42","TRBV24-1","TRBJ2-5",1
"TRAV12-1","TRAJ43","TRBV19","TRBJ1-5",1
"TRAV12-1","TRAJ43","TRBV19","TRBJ1-6",1
"TRAV12-1","TRAJ43","TRBV19","TRBJ2-2",1
"TRAV12-1","TRAJ43","TRBV19","TRBJ2-6",1
"TRAV12-1","TRAJ43","TRBV2","TRBJ2-2",1
"TRAV12-1","TRAJ43","TRBV24-1","TRBJ2-1",1
"TRAV12-1","TRAJ43","TRBV7-8","TRBJ2-7",1
"TRAV12-1","TRAJ43","TRBV7-9","TRBJ2-3",1
"TRAV12-1","TRAJ44","TRBV9","TRBJ2-1",1
"TRAV12-1","TRAJ45","TRBV10-2","TRBJ2-3",1
"TRAV12-1","TRAJ45","TRBV10-3","TRBJ2-2",1
"TRAV12-1","TRAJ45","TRBV19","TRBJ2-1",1
"TRAV12-1","TRAJ45","TRBV6-5","TRBJ1-2",1
"TRAV12-1","TRAJ47","TRBV20-1","TRBJ2-7",1
"TRAV12-1","TRAJ47","TRBV9","TRBJ2-1",1
"TRAV12-1","TRAJ48","TRBV12-4","TRBJ2-3",1
"TRAV12-1","TRAJ48","TRBV20-1","TRBJ1-1",1
"TRAV12-1","TRAJ49","TRBV9","TRBJ2-3",1
"TRAV12-1","TRAJ53","TRBV27","TRBJ2-1",1
"TRAV12-1","TRAJ53","TRBV6-1","TRBJ2-7",1
"TRAV12-1","TRAJ56","TRBV19","TRBJ2-1",1
"TRAV12-1","TRAJ6","TRBV24-1","TRBJ2-1",1
"TRAV12-1","TRAJ6","TRBV24-1","TRBJ2-6",1
"TRAV12-1","TRAJ9","TRBV3-1","TRBJ2-6",1
"TRAV12-1","TRAV12-1","TRBV28","TRBJ1-5",1
"TRAV12-2","TRAJ10","TRBV7-9","TRBJ1-1",1
"TRAV12-2","TRAJ12","TRBV10-2","TRBJ1-1",1
"TRAV12-2","TRAJ13","TRBV7-9","TRBJ2-7",1
"TRAV12-2","TRAJ15","TRBV11-3","TRBJ2-1",1
"TRAV12-2","TRAJ17","TRBV27","TRBJ1-4",1
"TRAV12-2","TRAJ17","TRBV28","TRBJ1-5",1
"TRAV12-2","TRAJ21","TRBV12-4","TRBJ2-3",1
"TRAV12-2","TRAJ21","TRBV12-4","TRBJ2-7",1
"TRAV12-2","TRAJ21","TRBV20-1","TRBJ1-5",1
"TRAV12-2","TRAJ21","TRBV4-1","TRBJ1-5",1
"TRAV12-2","TRAJ21","TRBV6-1","TRBJ1-1",1
"TRAV12-2","TRAJ23","TRBV27","TRBJ2-7",1
"TRAV12-2","TRAJ23","TRBV6-4","TRBJ1-1",1
"TRAV12-2","TRAJ26","TRBV7-9","TRBJ1-6",1
"TRAV12-2","TRAJ26","TRBV9","TRBJ1-2",1
"TRAV12-2","TRAJ28","TRBV4-1","TRBJ2-7",1
"TRAV12-2","TRAJ28","TRBV9","TRBJ2-2",1
"TRAV12-2","TRAJ29","TRBV27","TRBJ2-7",1
"TRAV12-2","TRAJ3","TRBV6-4","TRBJ1-2",1
"TRAV12-2","TRAJ30","TRBV15","TRBJ1-6",1
"TRAV12-2","TRAJ30","TRBV3-1","TRBJ2-5",1
"TRAV12-2","TRAJ30","TRBV6-2","TRBJ2-7",1
"TRAV12-2","TRAJ30","TRBV7-9","TRBJ1-1",1
"TRAV12-2","TRAJ30","TRBV7-9","TRBJ2-7",1
"TRAV12-2","TRAJ31","TRBV12-4","TRBJ2-2",1
"TRAV12-2","TRAJ31","TRBV27","TRBJ1-1",1
"TRAV12-2","TRAJ31","TRBV29-1","TRBJ2-1",1
"TRAV12-2","TRAJ31","TRBV6-1","TRBJ2-3",1
"TRAV12-2","TRAJ31","TRBV9","TRBJ1-1",1
"TRAV12-2","TRAJ34","TRBV6-1","TRBJ1-2",1
"TRAV12-2","TRAJ36","TRBV6-1","TRBJ2-5",1
"TRAV12-2","TRAJ36","TRBV7-3","TRBJ2-2",1
"TRAV12-2","TRAJ36","TRBV7-7","TRBJ1-6",1
"TRAV12-2","TRAJ37","TRBV28","TRBJ1-2",1
"TRAV12-2","TRAJ39","TRBV10-2","TRBJ2-1",1
"TRAV12-2","TRAJ39","TRBV20-1","TRBJ2-2",1
"TRAV12-2","TRAJ39","TRBV7-9","TRBJ1-4",1
"TRAV12-2","TRAJ4","TRBV11-2","TRBJ1-1",1
"TRAV12-2","TRAJ4","TRBV20-1","TRBJ2-1",1
"TRAV12-2","TRAJ40","TRBV12-3","TRBJ2-3",1
"TRAV12-2","TRAJ40","TRBV14","TRBJ1-1",1
"TRAV12-2","TRAJ42","TRBV19","TRBJ2-1",1
"TRAV12-2","TRAJ42","TRBV19","TRBJ2-7",1
"TRAV12-2","TRAJ42","TRBV28","TRBJ1-1",1
"TRAV12-2","TRAJ42","TRBV4-1","TRBJ2-1",1
"TRAV12-2","TRAJ43","TRBV19","TRBJ2-7",1
"TRAV12-2","TRAJ43","TRBV7-2","TRBJ2-1",1
"TRAV12-2","TRAJ44","TRBV14","TRBJ1-1",1
"TRAV12-2","TRAJ44","TRBV9","TRBJ2-6",1
"TRAV12-2","TRAJ45","TRBV18","TRBJ2-3",1
"TRAV12-2","TRAJ45","TRBV27","TRBJ1-5",1
"TRAV12-2","TRAJ45","TRBV27","TRBJ2-7",1
"TRAV12-2","TRAJ45","TRBV4-1","TRBJ2-3",1
"TRAV12-2","TRAJ45","TRBV6-2","TRBJ2-2",1
"TRAV12-2","TRAJ45","TRBV6-5","TRBJ2-7",1
"TRAV12-2","TRAJ47","TRBV18","TRBJ2-7",1
"TRAV12-2","TRAJ47","TRBV20-1","TRBJ1-6",1
"TRAV12-2","TRAJ47","TRBV6-1","TRBJ2-3",1
"TRAV12-2","TRAJ48","TRBV2","TRBJ2-4",1
"TRAV12-2","TRAJ48","TRBV27","TRBJ2-1",1
"TRAV12-2","TRAJ48","TRBV4-1","TRBJ2-5",1
"TRAV12-2","TRAJ49","TRBV12-3","TRBJ2-7",1
"TRAV12-2","TRAJ49","TRBV19","TRBJ2-2",1
"TRAV12-2","TRAJ49","TRBV19","TRBJ2-7",1
"TRAV12-2","TRAJ49","TRBV20-1","TRBJ1-1",1
"TRAV12-2","TRAJ49","TRBV27","TRBJ2-5",1
"TRAV12-2","TRAJ49","TRBV28","TRBJ1-1",1
"TRAV12-2","TRAJ49","TRBV6-1","TRBJ2-5",1
"TRAV12-2","TRAJ49","TRBV7-6","TRBJ1-1",1
"TRAV12-2","TRAJ49","TRBV7-9","TRBJ2-1",1
"TRAV12-2","TRAJ5","TRBV6-3","TRBJ2-3",1
"TRAV12-2","TRAJ5","TRBV6-6","TRBJ1-1",1
"TRAV12-2","TRAJ5","TRBV9","TRBJ1-3",1
"TRAV12-2","TRAJ50","TRBV12-4","TRBJ1-2",1
"TRAV12-2","TRAJ50","TRBV20-1","TRBJ2-7",1
"TRAV12-2","TRAJ52","TRBV19","TRBJ1-1",1
"TRAV12-2","TRAJ52","TRBV2","TRBJ1-6",1
"TRAV12-2","TRAJ52","TRBV27","TRBJ2-7",1
"TRAV12-2","TRAJ52","TRBV28","TRBJ1-2",1
"TRAV12-2","TRAJ54","TRBV19","TRBJ2-2",1
"TRAV12-2","TRAJ6","TRBV12-4","TRBJ1-4",1
"TRAV12-2","TRAJ6","TRBV6-5","TRBJ2-1",1
"TRAV12-2","TRAJ8","TRBV20-1","TRBJ1-5",1
"TRAV12-2","TRAJ8","TRBV28","TRBJ2-7",1
"TRAV12-2","TRAJ9","TRBV4-3","TRBJ1-3",1
"TRAV12-2","TRAJ9","TRBV5-6","TRBJ2-1",1
"TRAV12-2","TRAV12-2","TRBV4-2","TRBJ1-2",1
"TRAV12-3","TRAJ10","TRBV6-3","TRBJ2-1",1
"TRAV12-3","TRAJ12","TRBV12-4","TRBJ2-4",1
"TRAV12-3","TRAJ12","TRBV27","TRBJ2-3",1
"TRAV12-3","TRAJ12","TRBV7-9","TRBJ2-7",1
"TRAV12-3","TRAJ23","TRBV19","TRBJ2-2",1
"TRAV12-3","TRAJ27","TRBV5-1","TRBJ2-5",1
"TRAV12-3","TRAJ28","TRBV20-1","TRBJ2-7",1
"TRAV12-3","TRAJ3","TRBV30","TRBJ2-3",1
"TRAV12-3","TRAJ30","TRBV5-6","TRBJ2-1",1
"TRAV12-3","TRAJ31","TRBV19","TRBJ2-1",1
"TRAV12-3","TRAJ31","TRBV6-4","TRBJ1-3",1
"TRAV12-3","TRAJ36","TRBV28","TRBJ1-2",1
"TRAV12-3","TRAJ37","TRBV19","TRBJ2-3",1
"TRAV12-3","TRAJ37","TRBV19","TRBJ2-7",1
"TRAV12-3","TRAJ37","TRBV6-5","TRBJ2-7",1
"TRAV12-3","TRAJ37","TRBV9","TRBJ1-4",1
"TRAV12-3","TRAJ4","TRBV24-1","TRBJ2-3",1
"TRAV12-3","TRAJ42","TRBV11-2","TRBJ2-3",1
"TRAV12-3","TRAJ42","TRBV19","TRBJ2-2",1
"TRAV12-3","TRAJ42","TRBV19","TRBJ2-7",1
"TRAV12-3","TRAJ43","TRBV19","TRBJ1-1",1
"TRAV12-3","TRAJ45","TRBV5-1","TRBJ2-1",1
"TRAV12-3","TRAJ49","TRBV12-4","TRBJ2-7",1
"TRAV12-3","TRAJ49","TRBV6-1","TRBJ1-2",1
"TRAV12-3","TRAJ57","TRBV6-1","TRBJ2-5",1
"TRAV12-3","TRAJ9","TRBV4-3","TRBJ1-2",1
"TRAV12-3","TRAV12-3","TRBV19","TRBJ2-1",1
"TRAV13-1","TRAJ15","TRBV2","TRBJ2-7",1
"TRAV13-1","TRAJ20","TRBV15","TRBJ1-1",1
"TRAV13-1","TRAJ20","TRBV19","TRBJ2-1",1
"TRAV13-1","TRAJ20","TRBV29-1","TRBJ2-1",1
"TRAV13-1","TRAJ20","TRBV29-1","TRBJ2-3",1
"TRAV13-1","TRAJ20","TRBV9","TRBJ2-3",1
"TRAV13-1","TRAJ21","TRBV2","TRBJ2-2",1
"TRAV13-1","TRAJ23","TRBV10-2","TRBJ1-3",1
"TRAV13-1","TRAJ23","TRBV7-7","TRBJ1-2",1
"TRAV13-1","TRAJ26","TRBV19","TRBJ1-1",1
"TRAV13-1","TRAJ26","TRBV20-1","TRBJ1-2",1
"TRAV13-1","TRAJ26","TRBV20-1","TRBJ2-7",1
"TRAV13-1","TRAJ26","TRBV4-1","TRBJ1-4",1
"TRAV13-1","TRAJ26","TRBV6-5","TRBJ1-5",1
"TRAV13-1","TRAJ27","TRBV7-6","TRBJ2-5",1
"TRAV13-1","TRAJ31","TRBV15","TRBJ1-1",1
"TRAV13-1","TRAJ34","TRBV4-1","TRBJ1-2",1
"TRAV13-1","TRAJ34","TRBV6-1","TRBJ1-5",1
"TRAV13-1","TRAJ37","TRBV10-3","TRBJ1-2",1
"TRAV13-1","TRAJ37","TRBV19","TRBJ2-7",1
"TRAV13-1","TRAJ37","TRBV5-4","TRBJ2-7",1
"TRAV13-1","TRAJ40","TRBV9","TRBJ1-6",1
"TRAV13-1","TRAJ40","TRBV9","TRBJ2-2",1
"TRAV13-1","TRAJ41","TRBV11-2","TRBJ2-1",1
"TRAV13-1","TRAJ41","TRBV19","TRBJ1-5",1
"TRAV13-1","TRAJ42","TRBV19","TRBJ1-2",1
"TRAV13-1","TRAJ42","TRBV19","TRBJ2-1",1
"TRAV13-1","TRAJ42","TRBV19","TRBJ2-6",1
